payment_id,order_id,date_sk,method,status,amount
7000000272,1000000272,20241027,GATEWAY,PAID,33144.0
7000000273,1000000273,20240302,CARD,PAID,43588.8
7000000274,1000000274,20240928,CARD,PAID,77064.9
7000000275,1000000275,20240624,GATEWAY,PAID,27336.0
7000000276,1000000276,20250528,CARD,PAID,29040.0
7000000277,1000000277,20241014,CARD,PAID,50820.0
7000000278,1000000278,20250306,GATEWAY,PAID,27636.0
7000000279,1000000279,,GATEWAY,FAILED,54261.0
7000000280,1000000280,20240722,CARD,PAID,33033.0
7000000281,1000000281,20250312,CARD,PAID,54101.28
7000000282,1000000282,20241229,GATEWAY,PAID,24422.4
7000000283,1000000283,20250723,CARD,PAID,16718.25
7000000284,1000000284,20240310,CARD,PAID,70785.0
7000000285,1000000285,,CARD,FAILED,19350.0
7000000286,1000000286,20240713,CARD,PAID,37074.0
7000000287,1000000287,20250618,CASH,PAID,51727.5
7000000288,1000000288,20250202,CASH,PAID,14229.6
7000000289,1000000289,,CARD,FAILED,90389.1
7000000290,1000000290,20241105,GATEWAY,PAID,105354.3
7000000291,1000000291,20241020,GATEWAY,PAID,56900.25
7000000292,1000000292,20250430,CARD,PAID,32270.7
7000000293,1000000293,20250822,CARD,PAID,27036.0
7000000294,1000000294,,CARD,FAILED,44460.0
7000000295,1000000295,20250328,TRANSFER,REFUNDED,24829.2
7000000296,1000000296,20240630,CASH,PAID,18150.0
7000000297,1000000297,20250813,CASH,REFUNDED,53361.0
7000000298,1000000298,20241106,CASH,PAID,41382.0
7000000299,1000000299,20240508,CARD,PAID,43560.0
7000000300,1000000300,20241119,GATEWAY,PAID,54633.6
7000000301,1000000301,20240507,GATEWAY,PAID,29040.0
7000000302,1000000302,,GATEWAY,FAILED,69507.0
7000000303,1000000303,20240319,CARD,PAID,39204.0
7000000304,1000000304,20240318,CARD,PAID,119873.77
7000000305,1000000305,20250415,CARD,PAID,31692.0
7000000306,1000000306,20240501,CARD,PAID,83671.5
7000000307,1000000307,20240913,CARD,PAID,17835.0
7000000308,1000000308,20240329,GATEWAY,PAID,17835.0
7000000309,1000000309,,CASH,FAILED,45738.0
7000000310,1000000310,20250104,GATEWAY,PAID,27636.0
7000000311,1000000311,20250110,CARD,PAID,36209.25
7000000312,1000000312,20250224,CASH,PAID,36209.25
7000000313,1000000313,20250522,CARD,PAID,71692.5
7000000314,1000000314,20241017,GATEWAY,PAID,33579.6
7000000315,1000000315,20250506,CARD,PAID,54351.75
7000000316,1000000316,20250429,CARD,PAID,71601.75
7000000317,1000000317,20240818,CARD,PAID,37437.0
7000000318,1000000318,20241007,CARD,PAID,15246.0
7000000319,1000000319,20240422,CARD,PAID,15429.6
7000000320,1000000320,20250820,CARD,PAID,36592.5
7000000321,1000000321,20250805,GATEWAY,PAID,94491.0
7000000322,1000000322,20241121,CASH,PAID,37243.8
7000000323,1000000323,20250404,CARD,PAID,54711.36
7000000324,1000000324,20250113,CASH,PAID,69812.16
7000000325,1000000325,20241017,CARD,PAID,28749.6
7000000326,1000000326,20240618,CARD,PAID,84070.8
7000000327,1000000327,20250109,CARD,PAID,31082.16
7000000328,1000000328,20250211,GATEWAY,PAID,82239.75
7000000329,1000000329,20240317,CARD,PAID,44324.4
7000000330,1000000330,20241216,CASH,PAID,29040.0
7000000331,1000000331,20241227,CARD,PAID,68581.35
7000000332,1000000332,20250918,GATEWAY,PAID,62547.0
7000000333,1000000333,,GATEWAY,FAILED,16552.56
7000000334,1000000334,20250508,GATEWAY,PAID,71341.2
7000000335,1000000335,20240213,CARD,PAID,73691.1
7000000336,1000000336,20240721,GATEWAY,PAID,47964.0
7000000337,1000000337,20240913,CARD,PAID,17835.0
7000000338,1000000338,20240325,GATEWAY,REFUNDED,47146.2
7000000339,1000000339,,GATEWAY,FAILED,54561.0
7000000340,1000000340,20240807,GATEWAY,PAID,14268.0
7000000341,1000000341,20241223,CASH,PAID,30492.0
7000000342,1000000342,20241009,CARD,PAID,18142.5
7000000343,1000000343,20240813,CARD,PAID,27989.4
7000000344,1000000344,20240724,GATEWAY,PAID,41430.0
7000000345,1000000345,20240502,CARD,PAID,41164.2
7000000346,1000000346,20250314,TRANSFER,PAID,41382.0
7000000347,1000000347,20240820,CARD,PAID,54261.0
7000000348,1000000348,20241116,CASH,PAID,12414.6
7000000349,1000000349,20240829,CARD,PAID,44760.0
7000000350,1000000350,20240320,CASH,PAID,42688.8
7000000351,1000000351,20240504,CARD,PAID,32670.0
7000000352,1000000352,20250216,CARD,PAID,35203.5
7000000353,1000000353,20250510,CASH,PAID,41382.0
7000000354,1000000354,20250510,CARD,PAID,17172.0
7000000355,1000000355,20241211,CARD,PAID,50205.0
7000000356,1000000356,20250607,GATEWAY,PAID,53361.0
7000000357,1000000357,20240301,CARD,PAID,14229.6
7000000358,1000000358,20250709,CARD,PAID,34485.0
7000000359,1000000359,20240709,TRANSFER,PAID,35574.0
7000000360,1000000360,20240926,CASH,PAID,62871.6
7000000361,1000000361,20250119,GATEWAY,PAID,72783.6
7000000362,1000000362,20240816,CARD,PAID,43560.0
7000000363,1000000363,20240609,CARD,PAID,13794.0
7000000364,1000000364,20250819,CASH,PAID,29882.16
7000000365,1000000365,20250822,CARD,REFUNDED,81486.0
7000000366,1000000366,20250717,CARD,PAID,57529.05
7000000367,1000000367,20250420,GATEWAY,PAID,33570.0
7000000368,1000000368,,CARD,FAILED,27336.0
7000000369,1000000369,20241213,CARD,PAID,39204.0
7000000370,1000000370,20250820,CASH,PAID,36209.25
7000000371,1000000371,20240117,GATEWAY,PAID,37500.0
7000000372,1000000372,20240823,GATEWAY,PAID,15383.7
7000000373,1000000373,20240219,GATEWAY,PAID,16146.0
7000000374,1000000374,20250417,CARD,PAID,53361.0
7000000375,1000000375,20250624,GATEWAY,PAID,18051.75
7000000376,1000000376,20241217,CASH,PAID,51727.5
7000000377,1000000377,20240805,CARD,PAID,36300.0
7000000378,1000000378,20250906,GATEWAY,PAID,49224.9
7000000379,1000000379,20250618,GATEWAY,PAID,13968.0
7000000380,1000000380,20240614,TRANSFER,PAID,68534.4
7000000381,1000000381,20250519,CARD,PAID,80779.2
7000000382,1000000382,20240623,CARD,PAID,37800.0
7000000383,1000000383,20241123,CARD,PAID,51455.25
7000000384,1000000384,20250610,GATEWAY,PAID,42688.8
7000000385,1000000385,20240513,TRANSFER,PAID,91294.5
7000000386,1000000386,20241025,CASH,PAID,17242.5
7000000387,1000000387,20250330,GATEWAY,PAID,44760.0
7000000388,1000000388,20240604,GATEWAY,PAID,53835.0
7000000389,1000000389,20240506,CARD,PAID,12414.6
7000000390,1000000390,20240317,CARD,PAID,19957.5
7000000391,1000000391,20240208,CARD,REFUNDED,17235.0
7000000392,1000000392,20240816,CASH,PAID,35574.0
7000000393,1000000393,20240321,CARD,PAID,14229.6
7000000394,1000000394,20250731,GATEWAY,PAID,47454.75
7000000395,1000000395,20240602,CASH,PAID,44823.24
7000000396,1000000396,20240814,GATEWAY,PAID,58045.8
7000000397,1000000397,20250706,CARD,PAID,15420.0
7000000398,1000000398,20240329,CARD,REFUNDED,80188.8
7000000399,1000000399,20241004,CASH,PAID,57354.0
7000000400,1000000400,20250313,CASH,PAID,15246.0
7000000401,1000000401,20250627,TRANSFER,PAID,49005.0
7000000402,1000000402,20241220,CARD,PAID,44324.4
7000000403,1000000403,20241216,CARD,PAID,55650.0
7000000404,1000000404,20250313,GATEWAY,PAID,46076.4
7000000405,1000000405,20240820,GATEWAY,PAID,80198.4
7000000406,1000000406,20240825,CASH,PAID,51727.5
7000000407,1000000407,,CARD,FAILED,31036.5
7000000408,1000000408,20241113,CARD,PAID,38252.7
7000000409,1000000409,,CARD,FAILED,39204.0
7000000410,1000000410,20250721,CARD,PAID,42688.8
7000000411,1000000411,20241110,CARD,PAID,47754.75
7000000412,1000000412,20241121,TRANSFER,PAID,28459.2
7000000413,1000000413,,CARD,FAILED,29040.0
7000000414,1000000414,20250514,GATEWAY,PAID,48634.5
7000000415,1000000415,20250501,CARD,PAID,17787.0
7000000416,1000000416,,CARD,FAILED,39131.4
7000000417,1000000417,20240331,TRANSFER,PAID,31944.0
7000000418,1000000418,20240629,CARD,REFUNDED,47364.0
7000000419,1000000419,20240324,GATEWAY,PAID,79436.1
7000000420,1000000420,20241211,CARD,PAID,13794.0
7000000421,1000000421,20240902,CARD,PAID,40404.0
7000000422,1000000422,20250224,CARD,PAID,68055.0
7000000423,1000000423,20250610,CASH,PAID,28459.2
7000000424,1000000424,20240711,CARD,PAID,15429.6
7000000425,1000000425,20250929,CASH,PAID,12806.64
7000000426,1000000426,20240711,CARD,PAID,43560.0
7000000427,1000000427,20240707,GATEWAY,PAID,43160.7
7000000428,1000000428,,CARD,FAILED,36474.0
7000000429,1000000429,20250413,CARD,PAID,71220.6
7000000430,1000000430,20250130,CARD,PAID,46638.0
7000000431,1000000431,20250907,CARD,PAID,42664.2
7000000432,1000000432,20240122,CARD,PAID,47020.2
7000000433,1000000433,20250112,GATEWAY,PAID,14268.0
7000000434,1000000434,20240412,CARD,REFUNDED,30540.0
7000000435,1000000435,20240519,CARD,PAID,72193.2
7000000436,1000000436,20240818,CASH,PAID,43560.0
7000000437,1000000437,20241101,CARD,PAID,51727.5
7000000438,1000000438,20250503,TRANSFER,PAID,58697.1
7000000439,1000000439,20240104,CARD,PAID,27588.0
7000000440,1000000440,20241030,CARD,PAID,73616.4
7000000441,1000000441,20240320,GATEWAY,PAID,46323.24
7000000442,1000000442,20240525,CARD,PAID,53361.0
7000000443,1000000443,,CARD,FAILED,120969.75
7000000444,1000000444,20250119,CARD,PAID,44324.4
7000000445,1000000445,20240725,TRANSFER,PAID,29040.0
7000000446,1000000446,20240813,CARD,PAID,43888.8
7000000447,1000000447,20241109,GATEWAY,PAID,43588.8
7000000448,1000000448,20250111,CARD,PAID,13794.0
7000000449,1000000449,20240402,GATEWAY,PAID,69516.6
7000000450,1000000450,20240908,CARD,PAID,20257.5
7000000451,1000000451,20240410,CASH,REFUNDED,34485.0
7000000452,1000000452,20250302,CARD,PAID,54313.88
7000000453,1000000453,20240415,GATEWAY,PAID,15129.6
7000000454,1000000454,20250524,CARD,PAID,40104.0
7000000455,1000000455,,CARD,FAILED,102694.8
7000000456,1000000456,20240927,CASH,PAID,81783.9
7000000457,1000000457,20250928,GATEWAY,PAID,16418.25
7000000458,1000000458,20241028,CARD,PAID,48097.5
7000000459,1000000459,20241216,GATEWAY,REFUNDED,28749.6
7000000460,1000000460,20240402,CARD,PAID,18676.35
7000000461,1000000461,20240326,GATEWAY,PAID,27989.4
7000000462,1000000462,20240527,CARD,PAID,55650.0
7000000463,1000000463,20250831,CARD,PAID,13968.0
7000000464,1000000464,,CASH,FAILED,44823.24
7000000465,1000000465,,CARD,FAILED,120334.5
7000000466,1000000466,20250716,CARD,PAID,67447.5
7000000467,1000000467,20250103,CARD,PAID,39204.0
7000000468,1000000468,,GATEWAY,PENDING,47020.2
7000000469,1000000469,20250614,GATEWAY,PAID,48924.9
7000000470,1000000470,20240209,TRANSFER,PAID,17787.0
7000000471,1000000471,20240113,CASH,PAID,41382.0
7000000472,1000000472,20250726,CARD,PAID,15841.08
7000000473,1000000473,20250301,CARD,PAID,40104.0
7000000474,1000000474,20240806,CASH,PAID,17242.5
7000000475,1000000475,,CARD,FAILED,27588.0
7000000476,1000000476,20250329,CARD,PAID,72411.0
7000000477,1000000477,20250517,GATEWAY,PAID,14694.0
7000000478,1000000478,,CASH,FAILED,13068.0
7000000479,1000000479,20250710,CASH,PAID,53361.0
7000000480,1000000480,20250610,CASH,PAID,43560.0
7000000481,1000000481,20240131,CASH,PAID,29221.5
7000000482,1000000482,20241208,CASH,REFUNDED,37933.5
7000000483,1000000483,20240108,GATEWAY,PAID,15720.0
7000000484,1000000484,20250807,GATEWAY,REFUNDED,33144.0
7000000485,1000000485,20240628,CARD,PAID,52927.5
7000000486,1000000486,20240726,TRANSFER,PAID,51909.0
7000000487,1000000487,20250101,CARD,PAID,29040.0
7000000488,1000000488,20240521,CARD,REFUNDED,55350.0
7000000489,1000000489,20250826,CARD,PAID,67663.2
7000000490,1000000490,20240930,CASH,PAID,30855.0
7000000491,1000000491,20241117,TRANSFER,PAID,13068.0
7000000492,1000000492,20250928,CASH,PAID,36826.35
7000000493,1000000493,20250627,GATEWAY,PAID,15429.6
7000000494,1000000494,20240726,GATEWAY,PAID,57229.05
7000000495,1000000495,,CARD,FAILED,83853.0
7000000496,1000000496,20241115,GATEWAY,PAID,19287.0
7000000497,1000000497,,TRANSFER,PENDING,83490.0
7000000498,1000000498,20240906,CARD,PAID,18687.0
7000000499,1000000499,,CARD,FAILED,18351.75
