nps_id,date_sk,channel_sk,customer_id,score,is_detractor,is_passive,is_promoter,comment
13000000113,20240210,1,659,7,0,1,0,Tardó un poco más de lo esperado
13000000114,20240123,2,1379,7,0,1,0,Tardó un poco más de lo esperado
13000000115,20250920,1,550,9,0,0,1,Volvería a comprar
13000000116,20240314,2,1177,7,0,1,0,Todo perfecto
13000000117,20250607,2,1149,9,0,0,1,Todo perfecto
13000000118,20250602,2,236,9,0,0,1,Volvería a comprar
13000000119,20250203,2,226,9,0,0,1,Volvería a comprar
13000000120,20250210,1,850,6,1,0,0,Entrega rápida y producto excelente
13000000121,20241019,2,599,8,0,1,0,Volvería a comprar
13000000122,20250817,1,1230,9,0,0,1,Entrega rápida y producto excelente
13000000123,20250310,2,1177,7,0,1,0,Volvería a comprar
13000000124,20250119,2,728,9,0,0,1,Todo perfecto
13000000125,20250125,1,268,7,0,1,0,Podría mejorar el empaque
13000000126,20241023,1,980,8,0,1,0,Atención muy buena
13000000127,20240202,1,902,5,1,0,0,Muy conforme con la calidad
13000000128,20240406,1,800,4,1,0,0,Podría mejorar el empaque
13000000129,20250421,2,1447,10,0,0,1,Podría mejorar el empaque
13000000130,20250222,2,130,7,0,1,0,Entrega rápida y producto excelente
13000000131,20250601,1,1176,9,0,0,1,Podría mejorar el empaque
13000000132,20250731,1,771,8,0,1,0,Entrega rápida y producto excelente
13000000133,20241205,2,158,0,1,0,0,Atención muy buena
13000000134,20250612,2,811,1,1,0,0,
13000000135,20241004,2,1369,8,0,1,0,Podría mejorar el empaque
13000000136,20250107,1,131,8,0,1,0,Atención muy buena
13000000137,20240714,1,69,9,0,0,1,
13000000138,20240727,2,395,9,0,0,1,Muy conforme con la calidad
13000000139,20250306,1,1106,6,1,0,0,Entrega rápida y producto excelente
13000000140,20240816,2,4,0,1,0,0,Atención muy buena
13000000141,20250716,2,292,7,0,1,0,
13000000142,20250124,2,1467,5,1,0,0,Entrega rápida y producto excelente
13000000143,20240908,2,317,1,1,0,0,Todo perfecto
13000000144,20250705,1,1374,10,0,0,1,Todo perfecto
13000000145,20240223,2,607,6,1,0,0,
13000000146,20250520,2,661,8,0,1,0,
13000000147,20240530,2,315,7,0,1,0,
13000000148,20241002,1,522,0,1,0,0,Podría mejorar el empaque
13000000149,20241016,2,697,2,1,0,0,Entrega rápida y producto excelente
13000000150,20250526,2,1351,5,1,0,0,Todo perfecto
13000000151,20250311,1,1209,9,0,0,1,Tardó un poco más de lo esperado
13000000152,20240927,2,93,8,0,1,0,Tardó un poco más de lo esperado
13000000153,20250707,1,8,8,0,1,0,
13000000154,20250208,2,1487,8,0,1,0,Todo perfecto
13000000155,20250604,2,501,9,0,0,1,
13000000156,20250705,2,949,8,0,1,0,
13000000157,20250114,2,745,10,0,0,1,Atención muy buena
13000000158,20250916,1,58,8,0,1,0,Atención muy buena
13000000159,20250507,2,1226,9,0,0,1,Muy conforme con la calidad
13000000160,20240331,1,952,8,0,1,0,Podría mejorar el empaque
13000000161,20250718,2,1424,7,0,1,0,Podría mejorar el empaque
13000000162,20250921,2,146,8,0,1,0,Volvería a comprar
13000000163,20250301,2,831,3,1,0,0,Todo perfecto
13000000164,20250804,2,991,0,1,0,0,Tardó un poco más de lo esperado
13000000165,20250111,2,485,8,0,1,0,Tardó un poco más de lo esperado
13000000166,20240812,1,789,4,1,0,0,Volvería a comprar
13000000167,20240326,2,1456,1,1,0,0,Entrega rápida y producto excelente
13000000168,20250619,1,1341,8,0,1,0,Todo perfecto
13000000169,20241215,2,993,7,0,1,0,Entrega rápida y producto excelente
13000000170,20241009,1,710,8,0,1,0,
13000000171,20240922,2,609,6,1,0,0,
13000000172,20250708,2,763,4,1,0,0,Tardó un poco más de lo esperado
13000000173,20250612,2,1356,1,1,0,0,Volvería a comprar
13000000174,20240602,1,1275,7,0,1,0,Entrega rápida y producto excelente
13000000175,20250917,1,490,9,0,0,1,Todo perfecto
13000000176,20240821,2,523,9,0,0,1,
13000000177,20240707,1,1234,9,0,0,1,Volvería a comprar
13000000178,20240806,2,1163,8,0,1,0,
13000000179,20251005,1,406,8,0,1,0,Atención muy buena
13000000180,20250710,2,835,2,1,0,0,Volvería a comprar
13000000181,20250507,2,320,8,0,1,0,Volvería a comprar
13000000182,20250106,2,414,7,0,1,0,Muy conforme con la calidad
13000000183,20240327,2,1463,9,0,0,1,
13000000184,20240726,1,928,10,0,0,1,
13000000185,20250221,2,643,9,0,0,1,Podría mejorar el empaque
13000000186,20250212,1,999,2,1,0,0,
13000000187,20250629,2,207,7,0,1,0,Muy conforme con la calidad
13000000188,20250222,2,641,0,1,0,0,Entrega rápida y producto excelente
13000000189,20251006,2,1110,1,1,0,0,Podría mejorar el empaque
13000000190,20250524,2,1062,8,0,1,0,Todo perfecto
13000000191,20240810,2,698,1,1,0,0,
13000000192,20250629,2,1236,10,0,0,1,Todo perfecto
13000000193,20240510,2,755,8,0,1,0,Volvería a comprar
13000000194,20240731,2,329,7,0,1,0,Podría mejorar el empaque
13000000195,20240925,2,800,7,0,1,0,Todo perfecto
13000000196,20240130,2,678,10,0,0,1,Todo perfecto
13000000197,20240514,2,1383,10,0,0,1,Tardó un poco más de lo esperado
13000000198,20240405,2,1251,10,0,0,1,Todo perfecto
13000000199,20240225,2,1252,7,0,1,0,Entrega rápida y producto excelente
13000000200,20250919,2,283,5,1,0,0,Todo perfecto
13000000201,20240714,1,907,2,1,0,0,Todo perfecto
13000000202,20241225,2,893,1,1,0,0,Entrega rápida y producto excelente
13000000203,20250428,1,413,8,0,1,0,Volvería a comprar
13000000204,20241027,1,788,10,0,0,1,Podría mejorar el empaque
13000000205,20250831,1,350,8,0,1,0,Todo perfecto
13000000206,20240118,1,758,5,1,0,0,Muy conforme con la calidad
13000000207,20250726,1,699,10,0,0,1,Muy conforme con la calidad
13000000208,20240206,2,689,9,0,0,1,Tardó un poco más de lo esperado
13000000209,20240424,2,348,1,1,0,0,Tardó un poco más de lo esperado
13000000210,20250502,2,974,9,0,0,1,Entrega rápida y producto excelente
13000000211,20250728,2,444,7,0,1,0,Muy conforme con la calidad
13000000212,20250906,2,96,9,0,0,1,Tardó un poco más de lo esperado
13000000213,20250119,2,674,7,0,1,0,Podría mejorar el empaque
13000000214,20241110,2,867,8,0,1,0,Muy conforme con la calidad
13000000215,20250726,2,686,7,0,1,0,
13000000216,20240609,2,640,10,0,0,1,Todo perfecto
13000000217,20240810,2,1191,9,0,0,1,Entrega rápida y producto excelente
13000000218,20250524,1,321,5,1,0,0,Volvería a comprar
13000000219,20240928,2,1045,3,1,0,0,Entrega rápida y producto excelente
13000000220,20240113,1,644,10,0,0,1,Atención muy buena
13000000221,20250722,1,514,8,0,1,0,Todo perfecto
13000000222,20250204,2,649,6,1,0,0,
13000000223,20250822,1,1294,5,1,0,0,Podría mejorar el empaque
13000000224,20250807,1,814,4,1,0,0,Volvería a comprar
13000000225,20241206,2,801,7,0,1,0,Entrega rápida y producto excelente
13000000226,20241208,2,351,5,1,0,0,Todo perfecto
13000000227,20241006,1,838,8,0,1,0,Todo perfecto
13000000228,20250514,2,78,6,1,0,0,Podría mejorar el empaque
13000000229,20241220,2,1338,2,1,0,0,Podría mejorar el empaque
13000000230,20240601,1,182,7,0,1,0,
13000000231,20241122,2,560,4,1,0,0,Atención muy buena
13000000232,20240407,2,1390,6,1,0,0,
13000000233,20241229,1,130,4,1,0,0,Tardó un poco más de lo esperado
13000000234,20250514,1,1143,2,1,0,0,Muy conforme con la calidad
13000000235,20250418,1,223,7,0,1,0,Atención muy buena
13000000236,20240216,2,622,2,1,0,0,Volvería a comprar
13000000237,20240609,2,1328,9,0,0,1,Muy conforme con la calidad
13000000238,20240227,2,1192,7,0,1,0,Tardó un poco más de lo esperado
13000000239,20240621,2,119,2,1,0,0,Tardó un poco más de lo esperado
13000000240,20250813,2,1115,8,0,1,0,Podría mejorar el empaque
13000000241,20240421,2,49,8,0,1,0,Todo perfecto
13000000242,20250903,1,1133,5,1,0,0,Muy conforme con la calidad
13000000243,20250716,2,193,9,0,0,1,Volvería a comprar
13000000244,20240128,2,539,6,1,0,0,Tardó un poco más de lo esperado
13000000245,20250326,2,200,7,0,1,0,Podría mejorar el empaque
13000000246,20240125,2,1084,10,0,0,1,Podría mejorar el empaque
13000000247,20240506,1,422,10,0,0,1,Entrega rápida y producto excelente
13000000248,20240905,1,348,6,1,0,0,Entrega rápida y producto excelente
13000000249,20250918,2,951,9,0,0,1,Volvería a comprar
13000000250,20241126,1,251,7,0,1,0,Tardó un poco más de lo esperado
13000000251,20250122,2,26,8,0,1,0,Atención muy buena
13000000252,20250314,1,1063,6,1,0,0,Volvería a comprar
13000000253,20240202,2,271,8,0,1,0,Podría mejorar el empaque
13000000254,20250120,2,567,9,0,0,1,Entrega rápida y producto excelente
13000000255,20250723,2,254,9,0,0,1,Atención muy buena
13000000256,20240405,1,66,6,1,0,0,Entrega rápida y producto excelente
13000000257,20250105,2,518,0,1,0,0,Entrega rápida y producto excelente
13000000258,20240626,2,603,7,0,1,0,Tardó un poco más de lo esperado
13000000259,20240130,2,321,4,1,0,0,
13000000260,20250531,1,1210,9,0,0,1,Tardó un poco más de lo esperado
13000000261,20250209,1,407,7,0,1,0,Atención muy buena
13000000262,20250102,1,996,9,0,0,1,Podría mejorar el empaque
13000000263,20241103,1,1192,8,0,1,0,Tardó un poco más de lo esperado
13000000264,20240812,2,221,1,1,0,0,Podría mejorar el empaque
13000000265,20250724,2,1189,6,1,0,0,Muy conforme con la calidad
13000000266,20240723,2,1230,9,0,0,1,Todo perfecto
13000000267,20241208,2,244,6,1,0,0,Podría mejorar el empaque
13000000268,20241029,2,416,6,1,0,0,Entrega rápida y producto excelente
13000000269,20241021,1,289,7,0,1,0,
13000000270,20240907,2,233,0,1,0,0,Todo perfecto
13000000271,20250319,2,300,7,0,1,0,Todo perfecto
13000000272,20241004,2,1066,5,1,0,0,Atención muy buena
13000000273,20240207,1,854,10,0,0,1,Atención muy buena
13000000274,20240127,2,1339,7,0,1,0,Tardó un poco más de lo esperado
13000000275,20241227,2,484,10,0,0,1,Todo perfecto
13000000276,20240112,2,948,6,1,0,0,Entrega rápida y producto excelente
13000000277,20241122,2,713,6,1,0,0,Tardó un poco más de lo esperado
13000000278,20250422,2,1466,9,0,0,1,Entrega rápida y producto excelente
13000000279,20250616,2,426,7,0,1,0,Atención muy buena
13000000280,20250304,2,1313,0,1,0,0,Todo perfecto
13000000281,20240716,2,995,4,1,0,0,Muy conforme con la calidad
13000000282,20250312,2,499,8,0,1,0,Tardó un poco más de lo esperado
13000000283,20250307,1,1408,7,0,1,0,Tardó un poco más de lo esperado
13000000284,20250311,2,498,8,0,1,0,Entrega rápida y producto excelente
13000000285,20241124,2,840,6,1,0,0,Muy conforme con la calidad
13000000286,20250210,2,92,9,0,0,1,Tardó un poco más de lo esperado
13000000287,20251006,1,1449,9,0,0,1,Tardó un poco más de lo esperado
13000000288,20250929,1,1129,7,0,1,0,Entrega rápida y producto excelente
13000000289,20241127,1,972,8,0,1,0,
13000000290,20250917,1,260,8,0,1,0,Volvería a comprar
13000000291,20240123,1,683,4,1,0,0,Tardó un poco más de lo esperado
13000000292,20250427,2,1042,2,1,0,0,Volvería a comprar
13000000293,20240307,2,1422,6,1,0,0,Muy conforme con la calidad
13000000294,20240309,1,1347,9,0,0,1,
13000000295,20250218,1,705,8,0,1,0,Muy conforme con la calidad
13000000296,20250620,1,1306,10,0,0,1,Entrega rápida y producto excelente
13000000297,20241206,1,327,0,1,0,0,Entrega rápida y producto excelente
13000000298,20240313,2,1119,5,1,0,0,Podría mejorar el empaque
13000000299,20250720,2,2,10,0,0,1,Muy conforme con la calidad
13000000300,20240225,2,988,8,0,1,0,Podría mejorar el empaque
13000000301,20250708,2,1485,8,0,1,0,Atención muy buena
13000000302,20250717,2,791,8,0,1,0,Volvería a comprar
13000000303,20250429,2,204,9,0,0,1,Podría mejorar el empaque
13000000304,20240504,1,22,8,0,1,0,Entrega rápida y producto excelente
13000000305,20250105,1,510,1,1,0,0,
13000000306,20240406,1,614,9,0,0,1,
13000000307,20241222,1,27,9,0,0,1,Podría mejorar el empaque
13000000308,20250721,1,1319,6,1,0,0,Todo perfecto
13000000309,20241117,2,845,9,0,0,1,Volvería a comprar
13000000310,20250714,1,783,5,1,0,0,Muy conforme con la calidad
13000000311,20250826,2,1350,9,0,0,1,
13000000312,20250817,2,773,7,0,1,0,Todo perfecto
13000000313,20241027,2,1457,4,1,0,0,Tardó un poco más de lo esperado
13000000314,20241013,2,1488,9,0,0,1,Atención muy buena
13000000315,20240904,2,1286,10,0,0,1,Muy conforme con la calidad
13000000316,20250830,2,1306,9,0,0,1,Tardó un poco más de lo esperado
13000000317,20240209,1,397,8,0,1,0,Podría mejorar el empaque
13000000318,20240330,2,341,4,1,0,0,Entrega rápida y producto excelente
13000000319,20250523,1,1475,9,0,0,1,Entrega rápida y producto excelente
13000000320,20240212,2,963,5,1,0,0,Entrega rápida y producto excelente
13000000321,20240614,2,423,9,0,0,1,Todo perfecto
13000000322,20240418,1,1176,9,0,0,1,Entrega rápida y producto excelente
13000000323,20240410,1,1128,8,0,1,0,Tardó un poco más de lo esperado
13000000324,20250914,2,56,8,0,1,0,Todo perfecto
13000000325,20240424,1,389,5,1,0,0,Atención muy buena
13000000326,20250327,1,598,9,0,0,1,Podría mejorar el empaque
13000000327,20240602,1,2,7,0,1,0,Todo perfecto
13000000328,20250304,1,118,8,0,1,0,Volvería a comprar
13000000329,20250618,2,835,10,0,0,1,
13000000330,20241102,2,554,7,0,1,0,Todo perfecto
13000000331,20250930,2,371,10,0,0,1,
13000000332,20250609,2,965,9,0,0,1,Volvería a comprar
13000000333,20250215,1,687,6,1,0,0,Atención muy buena
13000000334,20241218,2,516,9,0,0,1,
13000000335,20250506,1,1295,8,0,1,0,Volvería a comprar
13000000336,20240904,2,660,4,1,0,0,Tardó un poco más de lo esperado
13000000337,20251005,1,838,8,0,1,0,
13000000338,20241011,1,447,8,0,1,0,Atención muy buena
13000000339,20240314,1,1187,4,1,0,0,Volvería a comprar
13000000340,20250701,2,1457,7,0,1,0,Entrega rápida y producto excelente
13000000341,20241104,2,16,7,0,1,0,Podría mejorar el empaque
13000000342,20240620,2,1421,0,1,0,0,Tardó un poco más de lo esperado
13000000343,20240813,2,861,9,0,0,1,Muy conforme con la calidad
13000000344,20241008,2,515,2,1,0,0,Todo perfecto
13000000345,20240518,2,280,10,0,0,1,Entrega rápida y producto excelente
13000000346,20240908,2,829,7,0,1,0,Podría mejorar el empaque
13000000347,20250721,2,1319,10,0,0,1,Entrega rápida y producto excelente
13000000348,20250703,2,682,10,0,0,1,Tardó un poco más de lo esperado
13000000349,20250918,2,649,7,0,1,0,Entrega rápida y producto excelente
13000000350,20240803,2,1041,8,0,1,0,Todo perfecto
13000000351,20241020,1,559,9,0,0,1,Tardó un poco más de lo esperado
13000000352,20250714,1,1187,9,0,0,1,Muy conforme con la calidad
13000000353,20250409,2,786,6,1,0,0,Todo perfecto
13000000354,20250223,2,1104,6,1,0,0,Todo perfecto
13000000355,20250730,1,505,4,1,0,0,Volvería a comprar
13000000356,20241113,2,436,0,1,0,0,Atención muy buena
13000000357,20250817,2,366,5,1,0,0,Atención muy buena
13000000358,20240517,1,829,8,0,1,0,Tardó un poco más de lo esperado
13000000359,20240411,2,570,5,1,0,0,Atención muy buena
13000000360,20240413,1,573,10,0,0,1,Entrega rápida y producto excelente
13000000361,20240413,2,63,8,0,1,0,Todo perfecto
13000000362,20250503,2,140,10,0,0,1,Muy conforme con la calidad
13000000363,20240307,1,650,9,0,0,1,Volvería a comprar
13000000364,20240529,2,558,7,0,1,0,Volvería a comprar
13000000365,20240518,1,498,9,0,0,1,
13000000366,20240527,1,1337,10,0,0,1,Podría mejorar el empaque
13000000367,20250406,2,192,9,0,0,1,Volvería a comprar
13000000368,20241007,2,523,1,1,0,0,Tardó un poco más de lo esperado
13000000369,20250506,2,1009,5,1,0,0,Entrega rápida y producto excelente
13000000370,20250310,2,1079,8,0,1,0,Atención muy buena
13000000371,20250530,2,809,9,0,0,1,Podría mejorar el empaque
13000000372,20240205,2,332,8,0,1,0,Atención muy buena
13000000373,20241110,2,397,8,0,1,0,Tardó un poco más de lo esperado
13000000374,20240212,1,950,8,0,1,0,Tardó un poco más de lo esperado
13000000375,20241227,2,950,10,0,0,1,Todo perfecto
13000000376,20240310,2,1071,7,0,1,0,Tardó un poco más de lo esperado
13000000377,20240810,2,27,5,1,0,0,Atención muy buena
13000000378,20240525,2,1063,5,1,0,0,Muy conforme con la calidad
13000000379,20240809,2,930,10,0,0,1,Atención muy buena
13000000380,20241114,1,1435,1,1,0,0,Podría mejorar el empaque
13000000381,20240408,1,258,10,0,0,1,Atención muy buena
13000000382,20240211,2,847,4,1,0,0,Volvería a comprar
13000000383,20240901,1,921,10,0,0,1,Muy conforme con la calidad
13000000384,20250111,2,1231,7,0,1,0,Tardó un poco más de lo esperado
13000000385,20250526,2,292,10,0,0,1,Podría mejorar el empaque
13000000386,20241019,1,325,3,1,0,0,Volvería a comprar
13000000387,20250311,1,921,3,1,0,0,Atención muy buena
13000000388,20250524,2,248,2,1,0,0,
13000000389,20240811,2,754,8,0,1,0,
13000000390,20240422,2,708,9,0,0,1,
13000000391,20250505,2,48,6,1,0,0,Podría mejorar el empaque
13000000392,20240505,1,786,5,1,0,0,Atención muy buena
13000000393,20240619,2,382,4,1,0,0,
13000000394,20250214,2,895,6,1,0,0,Tardó un poco más de lo esperado
13000000395,20250211,2,821,7,0,1,0,Entrega rápida y producto excelente
13000000396,20240315,2,1032,9,0,0,1,Todo perfecto
13000000397,20250510,2,1262,1,1,0,0,Todo perfecto
13000000398,20240821,2,153,9,0,0,1,Muy conforme con la calidad
13000000399,20250804,2,816,1,1,0,0,Todo perfecto
13000000400,20240207,2,237,7,0,1,0,Todo perfecto
13000000401,20240331,1,589,10,0,0,1,Podría mejorar el empaque
13000000402,20250814,1,249,6,1,0,0,Atención muy buena
13000000403,20241214,1,1130,2,1,0,0,Volvería a comprar
13000000404,20250623,2,455,3,1,0,0,Volvería a comprar
13000000405,20250323,2,1306,0,1,0,0,Podría mejorar el empaque
13000000406,20241127,2,1359,9,0,0,1,Atención muy buena
13000000407,20240918,2,696,7,0,1,0,Volvería a comprar
13000000408,20240906,2,867,7,0,1,0,Todo perfecto
13000000409,20241101,2,690,10,0,0,1,Podría mejorar el empaque
13000000410,20250316,2,14,7,0,1,0,Volvería a comprar
13000000411,20241212,1,259,2,1,0,0,
13000000412,20240123,2,334,3,1,0,0,Todo perfecto
13000000413,20240721,2,574,9,0,0,1,Todo perfecto
13000000414,20240530,2,716,10,0,0,1,Volvería a comprar
13000000415,20241216,1,204,8,0,1,0,Todo perfecto
13000000416,20250620,1,624,10,0,0,1,Volvería a comprar
13000000417,20240819,2,535,9,0,0,1,Volvería a comprar
13000000418,20240810,2,522,7,0,1,0,Entrega rápida y producto excelente
13000000419,20250415,2,589,9,0,0,1,Tardó un poco más de lo esperado
13000000420,20250112,2,1485,9,0,0,1,Muy conforme con la calidad
13000000421,20240824,2,544,9,0,0,1,Volvería a comprar
13000000422,20250104,2,253,9,0,0,1,Atención muy buena
13000000423,20240708,2,520,8,0,1,0,Podría mejorar el empaque
13000000424,20250216,2,1339,8,0,1,0,Volvería a comprar
13000000425,20240510,2,800,10,0,0,1,Tardó un poco más de lo esperado
13000000426,20240703,1,782,9,0,0,1,Entrega rápida y producto excelente
13000000427,20250831,1,488,3,1,0,0,Tardó un poco más de lo esperado
13000000428,20250212,2,1074,6,1,0,0,Todo perfecto
13000000429,20241226,1,789,9,0,0,1,Muy conforme con la calidad
13000000430,20250610,2,951,3,1,0,0,Tardó un poco más de lo esperado
13000000431,20250406,2,1210,8,0,1,0,
13000000432,20250424,1,977,3,1,0,0,Volvería a comprar
13000000433,20250825,1,489,8,0,1,0,Tardó un poco más de lo esperado
13000000434,20240609,1,1192,9,0,0,1,Entrega rápida y producto excelente
13000000435,20241011,1,1461,5,1,0,0,Volvería a comprar
13000000436,20250714,2,28,6,1,0,0,Volvería a comprar
13000000437,20240714,1,459,9,0,0,1,
13000000438,20240510,2,756,2,1,0,0,Entrega rápida y producto excelente
13000000439,20240122,2,1495,8,0,1,0,Podría mejorar el empaque
13000000440,20240307,2,584,7,0,1,0,Todo perfecto
13000000441,20251005,2,703,2,1,0,0,Atención muy buena
13000000442,20240121,1,1309,7,0,1,0,Atención muy buena
13000000443,20250601,1,323,7,0,1,0,Muy conforme con la calidad
