session_id,customer_sk,channel_sk,source,device,date_sk,converted_flag,orders_attributed,revenue_attributed
11000000279,990,1,ads,desktop,20240113,0,0,0.0
11000000280,1177,1,direct,desktop,20240125,0,0,0.0
11000000281,514,1,direct,mobile,20250314,0,0,0.0
11000000282,182,1,ads,mobile,20250104,0,0,0.0
11000000283,1023,1,referral,desktop,20240309,0,0,0.0
11000000284,358,1,ads,desktop,20250103,0,0,0.0
11000000285,1317,1,social,tablet,20240815,0,0,0.0
11000000290,540,1,ads,mobile,20250223,0,0,0.0
11000000294,235,1,ads,mobile,20241127,0,0,0.0
11000000296,1467,1,ads,mobile,20240317,0,0,0.0
11000000297,1370,1,referral,mobile,20250404,0,0,0.0
11000000298,1319,1,direct,mobile,20241012,0,0,0.0
11000000299,483,1,direct,desktop,20240213,0,0,0.0
11000000303,448,1,ads,desktop,20240115,0,0,0.0
11000000304,814,1,direct,desktop,20240403,0,0,0.0
11000000305,205,1,direct,desktop,20241209,0,0,0.0
11000000306,873,1,ads,desktop,20240612,0,0,0.0
11000000309,730,1,direct,mobile,20250313,0,0,0.0
11000000310,458,1,referral,mobile,20241003,0,0,0.0
11000000311,1357,1,direct,mobile,20250205,0,0,0.0
11000000316,1480,1,ads,desktop,20240302,0,0,0.0
11000000319,1336,1,direct,mobile,20250916,0,0,0.0
11000000320,301,1,ads,mobile,20240715,0,0,0.0
11000000321,307,1,direct,mobile,20250812,0,0,0.0
11000000323,633,1,social,desktop,20240103,0,0,0.0
11000000326,1315,1,direct,mobile,20240314,0,0,0.0
11000000327,593,1,direct,mobile,20240704,0,0,0.0
11000000328,176,1,social,desktop,20250703,0,0,0.0
11000000329,1182,1,ads,mobile,20250801,0,0,0.0
11000000331,564,1,direct,mobile,20250530,0,0,0.0
11000000332,249,1,ads,desktop,20250727,0,0,0.0
11000000335,945,1,ads,mobile,20241127,0,0,0.0
11000000336,1433,1,direct,desktop,20240718,0,0,0.0
11000000337,315,1,direct,mobile,20241206,0,0,0.0
11000000338,422,1,referral,mobile,20240530,0,0,0.0
11000000339,1297,1,direct,desktop,20241015,0,0,0.0
11000000340,1475,1,ads,desktop,20240614,0,0,0.0
11000000342,319,1,referral,desktop,20250608,0,0,0.0
11000000343,839,1,ads,mobile,20240708,0,0,0.0
11000000347,994,1,direct,mobile,20250916,0,0,0.0
11000000349,579,1,ads,mobile,20240608,0,0,0.0
11000000351,588,1,ads,tablet,20250912,0,0,0.0
11000000355,373,1,ads,desktop,20240315,0,0,0.0
11000000358,823,1,ads,mobile,20250425,0,0,0.0
11000000359,266,1,ads,mobile,20250418,0,0,0.0
11000000360,1406,1,referral,tablet,20250507,0,0,0.0
11000000362,234,1,ads,mobile,20240810,0,0,0.0
11000000363,1261,1,social,desktop,20250119,0,0,0.0
11000000364,521,1,ads,mobile,20250910,0,0,0.0
11000000365,150,1,ads,mobile,20240709,0,0,0.0
11000000366,1340,1,direct,mobile,20250304,0,0,0.0
11000000368,1249,1,social,desktop,20250508,0,0,0.0
11000000369,539,1,direct,mobile,20241024,0,0,0.0
11000000372,1175,1,direct,mobile,20241130,0,0,0.0
11000000374,908,1,ads,mobile,20250401,0,0,0.0
11000000376,726,1,direct,desktop,20250716,0,0,0.0
11000000377,922,1,email,tablet,20240707,0,0,0.0
11000000378,1053,1,referral,mobile,20240813,0,0,0.0
11000000381,256,1,direct,desktop,20250108,0,0,0.0
11000000382,1005,1,ads,mobile,20240331,0,0,0.0
11000000383,982,1,direct,desktop,20250707,0,0,0.0
11000000384,1338,1,email,desktop,20241221,0,0,0.0
11000000385,710,1,ads,mobile,20250228,0,0,0.0
11000000386,789,1,direct,mobile,20240509,0,0,0.0
11000000388,1409,1,ads,desktop,20240817,0,0,0.0
11000000389,660,1,direct,desktop,20240911,0,0,0.0
11000000390,1483,1,social,desktop,20240413,0,0,0.0
11000000391,504,1,direct,mobile,20250205,0,0,0.0
11000000394,656,1,referral,mobile,20240812,0,0,0.0
11000000396,1459,1,referral,mobile,20241104,0,0,0.0
11000000399,133,1,social,desktop,20250305,0,0,0.0
11000000400,1248,1,referral,tablet,20240229,0,0,0.0
11000000402,389,1,referral,desktop,20240708,0,0,0.0
11000000403,508,1,ads,mobile,20240428,0,0,0.0
11000000404,1403,1,social,mobile,20240719,0,0,0.0
11000000407,354,1,ads,mobile,20250813,0,0,0.0
11000000408,1493,1,direct,mobile,20240802,0,0,0.0
11000000410,381,1,ads,mobile,20240919,0,0,0.0
11000000411,229,1,referral,mobile,20240805,0,0,0.0
11000000412,1377,1,ads,desktop,20250312,0,0,0.0
11000000414,57,1,direct,mobile,20240407,0,0,0.0
11000000415,1353,1,ads,desktop,20250525,0,0,0.0
11000000417,606,1,social,desktop,20240317,0,0,0.0
11000000418,1290,1,ads,mobile,20240917,0,0,0.0
11000000420,577,1,direct,mobile,20250703,1,1,75504.0
11000000421,1400,1,direct,mobile,20250614,0,0,0.0
11000000423,760,1,direct,mobile,20250703,0,0,0.0
11000000424,227,1,direct,mobile,20250512,0,0,0.0
11000000425,577,1,ads,tablet,20240623,0,0,0.0
11000000427,939,1,ads,mobile,20250630,0,0,0.0
11000000429,546,1,direct,mobile,20240218,0,0,0.0
11000000431,1064,1,direct,mobile,20250827,0,0,0.0
11000000432,1032,1,ads,mobile,20240321,0,0,0.0
11000000433,1488,1,referral,mobile,20240218,0,0,0.0
11000000434,1140,1,direct,mobile,20250105,0,0,0.0
11000000435,1149,1,referral,mobile,20240924,0,0,0.0
11000000436,484,1,direct,mobile,20241210,0,0,0.0
11000000437,676,1,direct,desktop,20250922,0,0,0.0
11000000438,131,1,referral,mobile,20250807,0,0,0.0
11000000439,863,1,direct,desktop,20241005,0,0,0.0
11000000440,828,1,direct,mobile,20250116,0,0,0.0
11000000441,951,1,ads,mobile,20240815,0,0,0.0
11000000442,907,1,direct,mobile,20250429,0,0,0.0
11000000444,669,1,direct,desktop,20241125,0,0,0.0
11000000446,141,1,ads,mobile,20250404,0,0,0.0
11000000447,574,1,ads,mobile,20250222,0,0,0.0
11000000448,975,1,email,mobile,20250414,0,0,0.0
11000000450,1042,1,ads,mobile,20240909,0,0,0.0
11000000451,397,1,referral,mobile,20250620,0,0,0.0
11000000452,1301,1,ads,mobile,20240621,0,0,0.0
11000000453,730,1,referral,mobile,20241009,0,0,0.0
11000000455,478,1,direct,mobile,20241102,0,0,0.0
11000000456,270,1,direct,desktop,20240606,0,0,0.0
11000000459,749,1,referral,mobile,20240617,0,0,0.0
11000000463,947,1,ads,mobile,20240424,0,0,0.0
11000000465,829,1,ads,mobile,20250814,0,0,0.0
11000000466,6,1,ads,mobile,20250930,0,0,0.0
11000000467,231,1,ads,mobile,20250621,0,0,0.0
11000000469,1473,1,ads,mobile,20250221,0,0,0.0
11000000470,845,1,email,mobile,20250319,0,0,0.0
11000000471,456,1,ads,mobile,20240220,0,0,0.0
11000000473,417,1,direct,mobile,20250923,0,0,0.0
11000000474,202,1,direct,mobile,20250511,0,0,0.0
11000000475,78,1,social,mobile,20250322,0,0,0.0
11000000478,1060,1,direct,mobile,20250417,0,0,0.0
11000000479,663,1,direct,mobile,20240521,0,0,0.0
11000000480,176,1,ads,desktop,20240810,0,0,0.0
11000000482,1243,1,ads,mobile,20240918,0,0,0.0
11000000484,1458,1,ads,mobile,20250325,0,0,0.0
11000000485,408,1,ads,mobile,20250508,0,0,0.0
11000000486,1301,1,direct,mobile,20250202,0,0,0.0
11000000488,809,1,direct,desktop,20250722,0,0,0.0
11000000491,970,1,direct,desktop,20240910,0,0,0.0
11000000492,398,1,direct,desktop,20250819,0,0,0.0
11000000493,792,1,direct,mobile,20241006,0,0,0.0
11000000494,1330,1,direct,desktop,20240608,0,0,0.0
11000000495,1487,1,direct,mobile,20250413,0,0,0.0
11000000496,853,1,direct,desktop,20250617,0,0,0.0
11000000497,108,1,direct,mobile,20250530,0,0,0.0
11000000502,1155,1,direct,mobile,20241127,0,0,0.0
11000000503,1071,1,direct,mobile,20250228,0,0,0.0
11000000506,125,1,direct,desktop,20250104,0,0,0.0
11000000507,1210,1,direct,desktop,20240801,0,0,0.0
11000000509,1438,1,direct,mobile,20241218,0,0,0.0
11000000510,72,1,ads,mobile,20240807,0,0,0.0
11000000511,1398,1,ads,desktop,20240427,0,0,0.0
11000000514,1250,1,direct,mobile,20250130,0,0,0.0
11000000515,1368,1,referral,mobile,20250709,0,0,0.0
11000000517,4,1,direct,tablet,20241017,0,0,0.0
11000000520,1156,1,ads,desktop,20240414,0,0,0.0
11000000521,624,1,ads,mobile,20240627,0,0,0.0
11000000522,603,1,referral,desktop,20240611,0,0,0.0
11000000524,592,1,direct,desktop,20250625,0,0,0.0
11000000525,213,1,ads,mobile,20240321,0,0,0.0
11000000527,622,1,direct,tablet,20240212,0,0,0.0
11000000528,973,1,ads,mobile,20250815,0,0,0.0
11000000530,629,1,referral,mobile,20250506,0,0,0.0
11000000532,942,1,email,mobile,20250506,0,0,0.0
11000000533,520,1,direct,desktop,20240101,0,0,0.0
11000000534,690,1,ads,desktop,20250827,0,0,0.0
11000000535,585,1,direct,mobile,20240807,0,0,0.0
11000000536,1403,1,ads,tablet,20240513,0,0,0.0
11000000540,570,1,direct,desktop,20241124,0,0,0.0
11000000541,1213,1,direct,mobile,20240217,0,0,0.0
11000000542,101,1,ads,mobile,20240915,0,0,0.0
11000000543,280,1,ads,desktop,20240207,0,0,0.0
11000000544,980,1,direct,desktop,20240726,0,0,0.0
11000000546,1121,1,email,desktop,20240720,0,0,0.0
11000000547,1259,1,social,mobile,20241216,0,0,0.0
11000000549,1025,1,ads,desktop,20240912,0,0,0.0
11000000550,1050,1,direct,mobile,20240713,0,0,0.0
11000000552,168,1,email,desktop,20241112,0,0,0.0
11000000554,1144,1,direct,desktop,20240831,0,0,0.0
11000000557,156,1,ads,mobile,20250123,0,0,0.0
11000000558,829,1,referral,mobile,20240509,0,0,0.0
11000000559,659,1,direct,mobile,20250927,0,0,0.0
11000000560,1054,1,direct,mobile,20240909,0,0,0.0
11000000561,1380,1,social,mobile,20250306,0,0,0.0
11000000562,1450,1,ads,mobile,20250914,0,0,0.0
11000000563,1379,1,direct,tablet,20250802,0,0,0.0
11000000566,1295,1,email,mobile,20241220,0,0,0.0
11000000567,302,1,direct,tablet,20240724,0,0,0.0
11000000568,167,1,social,mobile,20241125,0,0,0.0
11000000569,612,1,ads,mobile,20240620,0,0,0.0
11000000570,514,1,direct,mobile,20250111,0,0,0.0
11000000571,864,1,ads,mobile,20240811,0,0,0.0
11000000572,547,1,direct,desktop,20250212,0,0,0.0
11000000573,680,1,direct,mobile,20250616,0,0,0.0
11000000574,434,1,direct,mobile,20240801,0,0,0.0
11000000575,807,1,direct,desktop,20240422,0,0,0.0
11000000577,684,1,referral,mobile,20240424,0,0,0.0
11000000578,3,1,direct,desktop,20241230,0,0,0.0
11000000579,207,1,direct,mobile,20241014,0,0,0.0
11000000580,824,1,ads,mobile,20240511,0,0,0.0
11000000581,764,1,ads,desktop,20240917,0,0,0.0
11000000582,953,1,social,mobile,20241222,0,0,0.0
11000000584,677,1,ads,mobile,20240221,0,0,0.0
11000000587,20,1,direct,mobile,20240530,0,0,0.0
11000000588,671,1,ads,mobile,20240614,0,0,0.0
11000000589,897,1,ads,mobile,20241008,0,0,0.0
11000000590,1288,1,referral,desktop,20250210,0,0,0.0
11000000592,138,1,direct,mobile,20240206,1,1,65025.0
11000000593,493,1,direct,mobile,20240212,0,0,0.0
11000000594,1296,1,direct,desktop,20250727,0,0,0.0
11000000595,882,1,ads,mobile,20250125,0,0,0.0
11000000598,506,1,ads,mobile,20241119,0,0,0.0
11000000599,184,1,direct,mobile,20250419,0,0,0.0
11000000600,743,1,email,desktop,20240529,0,0,0.0
11000000602,1361,1,direct,desktop,20240529,0,0,0.0
11000000604,1228,1,ads,mobile,20240728,0,0,0.0
11000000605,1088,1,email,desktop,20240516,0,0,0.0
11000000606,1085,1,direct,mobile,20240413,0,0,0.0
11000000607,151,1,ads,desktop,20241229,0,0,0.0
11000000610,827,1,ads,desktop,20250524,0,0,0.0
11000000611,431,1,social,mobile,20250909,0,0,0.0
11000000613,910,1,referral,desktop,20240608,0,0,0.0
11000000615,922,1,ads,mobile,20250610,0,0,0.0
11000000618,22,1,direct,desktop,20240601,0,0,0.0
11000000620,630,1,direct,tablet,20241022,0,0,0.0
11000000621,10,1,direct,mobile,20240805,0,0,0.0
11000000622,91,1,ads,desktop,20240510,0,0,0.0
11000000623,1137,1,direct,mobile,20240905,0,0,0.0
11000000624,1276,1,ads,mobile,20241005,0,0,0.0
11000000626,282,1,direct,desktop,20241019,0,0,0.0
11000000627,1323,1,ads,mobile,20250323,0,0,0.0
11000000628,1345,1,ads,mobile,20240601,0,0,0.0
11000000629,540,1,referral,mobile,20240710,0,0,0.0
11000000630,139,1,direct,desktop,20240819,0,0,0.0
11000000632,210,1,direct,mobile,20241115,0,0,0.0
11000000633,748,1,ads,mobile,20250211,0,0,0.0
11000000635,1375,1,direct,mobile,20240709,0,0,0.0
11000000638,677,1,email,mobile,20240206,0,0,0.0
11000000640,1143,1,email,mobile,20250528,0,0,0.0
11000000641,1302,1,referral,desktop,20250216,0,0,0.0
11000000642,715,1,referral,desktop,20250821,0,0,0.0
11000000643,762,1,direct,desktop,20240831,0,0,0.0
11000000645,566,1,ads,desktop,20240303,0,0,0.0
11000000647,1381,1,referral,mobile,20240522,0,0,0.0
11000000648,488,1,direct,desktop,20240612,0,0,0.0
11000000650,681,1,ads,mobile,20250225,0,0,0.0
11000000651,989,1,direct,desktop,20241214,0,0,0.0
11000000652,1073,1,referral,mobile,20250604,0,0,0.0
11000000653,521,1,ads,desktop,20240630,0,0,0.0
11000000654,1124,1,direct,mobile,20240716,0,0,0.0
11000000655,1335,1,direct,mobile,20250118,0,0,0.0
11000000656,127,1,referral,mobile,20241003,0,0,0.0
11000000657,692,1,ads,mobile,20250911,0,0,0.0
11000000658,1325,1,email,mobile,20250611,0,0,0.0
11000000659,613,1,direct,mobile,20240306,0,0,0.0
11000000660,1059,1,direct,desktop,20241025,0,0,0.0
11000000663,507,1,email,tablet,20241031,0,0,0.0
11000000664,1116,1,ads,mobile,20240214,0,0,0.0
11000000666,354,1,email,mobile,20240321,0,0,0.0
11000000667,1314,1,email,desktop,20241216,0,0,0.0
11000000668,793,1,direct,desktop,20240521,0,0,0.0
11000000669,1418,1,ads,desktop,20250827,0,0,0.0
11000000671,1322,1,direct,mobile,20240423,0,0,0.0
11000000672,866,1,ads,desktop,20240424,0,0,0.0
11000000673,386,1,direct,tablet,20240305,0,0,0.0
11000000675,400,1,direct,mobile,20240523,0,0,0.0
11000000678,1130,1,social,mobile,20250314,0,0,0.0
11000000682,1223,1,referral,desktop,20250726,0,0,0.0
11000000683,862,1,ads,mobile,20241225,0,0,0.0
11000000684,106,1,direct,mobile,20250522,0,0,0.0
11000000685,930,1,referral,desktop,20240808,0,0,0.0
11000000686,242,1,email,mobile,20240426,0,0,0.0
11000000688,1325,1,referral,mobile,20250721,0,0,0.0
11000000689,56,1,ads,tablet,20240709,0,0,0.0
11000000692,28,1,direct,mobile,20250815,0,0,0.0
11000000694,912,1,direct,desktop,20240226,0,0,0.0
11000000695,1042,1,ads,mobile,20250804,0,0,0.0
11000000697,1082,1,direct,desktop,20250307,0,0,0.0
11000000698,454,1,direct,desktop,20250315,0,0,0.0
11000000699,944,1,email,desktop,20250828,0,0,0.0
11000000700,1182,1,direct,mobile,20240324,0,0,0.0
11000000701,1476,1,direct,desktop,20241129,0,0,0.0
11000000702,237,1,email,desktop,20250810,0,0,0.0
11000000704,851,1,email,mobile,20250926,0,0,0.0
11000000706,685,1,direct,mobile,20240505,0,0,0.0
11000000707,287,1,referral,desktop,20240126,0,0,0.0
11000000709,1217,1,ads,mobile,20250210,0,0,0.0
11000000712,30,1,referral,mobile,20240801,0,0,0.0
11000000714,345,1,direct,mobile,20240901,0,0,0.0
11000000717,1150,1,ads,mobile,20241225,0,0,0.0
11000000718,361,1,direct,desktop,20240421,0,0,0.0
11000000721,1273,1,email,mobile,20241122,0,0,0.0
11000000722,156,1,direct,desktop,20250218,0,0,0.0
11000000723,272,1,social,mobile,20240816,0,0,0.0
11000000725,583,1,email,mobile,20241202,0,0,0.0
11000000726,808,1,ads,mobile,20240917,0,0,0.0
11000000727,1484,1,email,desktop,20240124,0,0,0.0
11000000729,73,1,referral,mobile,20250326,0,0,0.0
11000000730,1222,1,direct,mobile,20250823,0,0,0.0
11000000731,443,1,direct,desktop,20240111,0,0,0.0
