order_id,customer_sk,channel_sk,store_id_src,province_sk,date_sk,time_sk_order,order_ts,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount
1000000031,1375,2,4,4,20250510,111507,2025-05-10 11:15:07,PAID,ARS,23520.0,4939.2,0.0,28459.2
1000000032,821,1,,1,20250315,143722,2025-03-15 14:37:22,FULFILLED,ARS,27000.0,5670.0,1200.0,33870.0
1000000033,1475,2,4,4,20240608,32304,2024-06-08 03:23:04,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
1000000034,634,2,2,2,20241117,12431,2024-11-17 01:24:31,FULFILLED,ARS,85387.5,17931.38,0.0,103318.88
1000000035,585,2,1,1,20240112,55427,2024-01-12 05:54:27,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
1000000036,180,1,,2,20240924,185917,2024-09-24 18:59:17,FULFILLED,ARS,49800.0,10458.0,900.0,61158.0
1000000037,482,1,,1,20240126,755,2024-01-26 00:07:55,FULFILLED,ARS,24696.0,5186.16,1200.0,31082.16
1000000038,620,2,1,1,20240202,222921,2024-02-02 22:29:21,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
1000000039,603,2,1,1,20240523,44233,2024-05-23 04:42:33,FULFILLED,ARS,59160.0,12423.6,0.0,71583.6
1000000040,1028,1,,1,20240304,65813,2024-03-04 06:58:13,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0
1000000041,1005,2,3,3,20240114,95903,2024-01-14 09:59:03,FULFILLED,ARS,24510.0,5147.1,0.0,29657.1
1000000042,790,1,,1,20240927,211736,2024-09-27 21:17:36,FULFILLED,ARS,10260.0,2154.6,1500.0,13914.6
1000000043,665,1,,1,20240521,104611,2024-05-21 10:46:11,PAID,ARS,39600.0,8316.0,900.0,48816.0
1000000044,562,1,,2,20250902,123215,2025-09-02 12:32:15,FULFILLED,ARS,73500.0,15435.0,1500.0,90435.0
1000000045,998,1,,1,20240201,131428,2024-02-01 13:14:28,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0
1000000046,276,1,,4,20240112,30118,2024-01-12 03:01:18,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0
1000000047,1469,2,2,2,20240308,85337,2024-03-08 08:53:37,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
1000000048,408,2,2,2,20240913,161057,2024-09-13 16:10:57,CREATED,ARS,23520.0,4939.2,0.0,28459.2
1000000049,1360,2,2,2,20240811,193554,2024-08-11 19:35:54,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
1000000050,1423,1,,4,20240725,2500,2024-07-25 00:25:00,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0
1000000051,741,1,,1,20240915,61033,2024-09-15 06:10:33,FULFILLED,ARS,30870.0,6482.7,900.0,38252.7
1000000052,969,1,,1,20241104,31244,2024-11-04 03:12:44,FULFILLED,ARS,70560.0,14817.6,0.0,85377.6
1000000053,729,1,,1,20240810,61956,2024-08-10 06:19:56,CANCELLED,ARS,27000.0,5670.0,900.0,33570.0
1000000054,251,2,4,4,20240316,21959,2024-03-16 02:19:59,PAID,ARS,12348.0,2593.08,0.0,14941.08
1000000055,1087,2,1,1,20250723,202645,2025-07-23 20:26:45,PAID,ARS,42750.0,8977.5,0.0,51727.5
1000000056,659,1,,1,20250412,153715,2025-04-12 15:37:15,FULFILLED,ARS,71025.0,14915.25,1200.0,87140.25
1000000057,338,2,4,4,20250221,55112,2025-02-21 05:51:12,FULFILLED,ARS,28425.0,5969.25,0.0,34394.25
1000000058,1068,1,,3,20240921,30124,2024-09-21 03:01:24,CANCELLED,ARS,43350.0,9103.5,1500.0,53953.5
1000000059,958,1,,2,20240701,132637,2024-07-01 13:26:37,FULFILLED,ARS,64200.0,13482.0,0.0,77682.0
1000000060,428,2,4,4,20240225,202142,2024-02-25 20:21:42,CANCELLED,ARS,29160.0,6123.6,0.0,35283.6
1000000061,1337,1,,1,20250301,102056,2025-03-01 10:20:56,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0
1000000062,1442,2,3,3,20241223,120228,2024-12-23 12:02:28,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
1000000063,939,1,,1,20240530,101758,2024-05-30 10:17:58,FULFILLED,ARS,37044.0,7779.24,1500.0,46323.24
1000000064,1409,1,,1,20250304,144527,2025-03-04 14:45:27,FULFILLED,ARS,14850.0,3118.5,1200.0,19168.5
1000000065,1062,1,,1,20240917,4341,2024-09-17 00:43:41,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
1000000066,988,1,,1,20240126,63317,2024-01-26 06:33:17,CANCELLED,ARS,35280.0,7408.8,1200.0,43888.8
1000000067,778,1,,1,20250411,162315,2025-04-11 16:23:15,REFUNDED,ARS,14700.0,3087.0,900.0,18687.0
1000000068,77,1,,1,20241201,105338,2024-12-01 10:53:38,PAID,ARS,84435.0,17731.35,0.0,102166.35
1000000069,700,1,,1,20240612,93845,2024-06-12 09:38:45,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
1000000070,425,1,,3,20250725,235105,2025-07-25 23:51:05,PAID,ARS,12000.0,2520.0,900.0,15420.0
1000000071,1271,2,3,3,20240722,180006,2024-07-22 18:00:06,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
1000000072,1129,1,,2,20240202,82017,2024-02-02 08:20:17,PAID,ARS,12825.0,2693.25,1500.0,17018.25
1000000073,1224,1,,2,20241207,211819,2024-12-07 21:18:19,PAID,ARS,15435.0,3241.35,900.0,19576.35
1000000074,446,1,,4,20241214,44102,2024-12-14 04:41:02,FULFILLED,ARS,56340.0,11831.4,900.0,69071.4
1000000075,867,1,,2,20250322,181620,2025-03-22 18:16:20,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0
1000000076,127,1,,1,20240301,102111,2024-03-01 10:21:11,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
1000000077,874,2,1,1,20241204,223917,2024-12-04 22:39:17,PAID,ARS,23520.0,4939.2,0.0,28459.2
1000000078,814,1,,1,20250109,214322,2025-01-09 21:43:22,FULFILLED,ARS,40650.0,8536.5,0.0,49186.5
1000000079,1189,1,,1,20250916,25619,2025-09-16 02:56:19,PAID,ARS,32400.0,6804.0,1200.0,40404.0
1000000080,584,1,,1,20241111,62822,2024-11-11 06:28:22,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0
1000000081,1433,1,,1,20250202,14535,2025-02-02 01:45:35,FULFILLED,ARS,52800.0,11088.0,900.0,64788.0
1000000082,670,1,,1,20250921,102735,2025-09-21 10:27:35,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0
1000000083,464,1,,1,20240210,174709,2024-02-10 17:47:09,REFUNDED,ARS,38100.0,8001.0,1200.0,47301.0
1000000084,535,1,,2,20241125,142624,2024-11-25 14:26:24,PAID,ARS,15000.0,3150.0,900.0,19050.0
1000000085,655,1,,1,20250301,25824,2025-03-01 02:58:24,FULFILLED,ARS,12348.0,2593.08,1500.0,16441.08
1000000086,833,1,,1,20250818,105228,2025-08-18 10:52:28,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
1000000087,490,1,,4,20241213,45342,2024-12-13 04:53:42,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0
1000000088,360,1,,1,20240203,135821,2024-02-03 13:58:21,FULFILLED,ARS,56400.0,11844.0,900.0,69144.0
1000000089,1227,1,,1,20250618,120930,2025-06-18 12:09:30,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5
1000000090,624,1,,1,20240127,193123,2024-01-27 19:31:23,FULFILLED,ARS,36825.0,7733.25,900.0,45458.25
1000000091,228,1,,3,20240217,181247,2024-02-17 18:12:47,FULFILLED,ARS,91192.5,19150.42,0.0,110342.92
1000000092,770,1,,1,20240613,134623,2024-06-13 13:46:23,FULFILLED,ARS,30000.0,6300.0,900.0,37200.0
1000000093,54,2,2,2,20241114,232631,2024-11-14 23:26:31,FULFILLED,ARS,84675.0,17781.75,0.0,102456.75
1000000094,1006,2,4,4,20241227,30536,2024-12-27 03:05:36,PAID,ARS,74700.0,15687.0,0.0,90387.0
1000000095,247,1,,4,20250925,182943,2025-09-25 18:29:43,FULFILLED,ARS,48510.0,10187.1,1200.0,59897.1
1000000096,1127,2,3,3,20250523,104341,2025-05-23 10:43:41,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
1000000097,757,2,2,2,20240612,175654,2024-06-12 17:56:54,FULFILLED,ARS,15435.0,3241.35,0.0,18676.35
1000000098,520,1,,1,20250116,80907,2025-01-16 08:09:07,FULFILLED,ARS,35910.0,7541.1,900.0,44351.1
1000000099,258,1,,2,20240227,143108,2024-02-27 14:31:08,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
1000000100,467,1,,3,20240730,113540,2024-07-30 11:35:40,CANCELLED,ARS,23148.0,4861.08,900.0,28909.08
1000000101,3,1,,1,20240330,24540,2024-03-30 02:45:40,PAID,ARS,36000.0,7560.0,900.0,44460.0
1000000102,334,1,,1,20241119,70043,2024-11-19 07:00:43,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
1000000103,802,2,3,3,20240325,35352,2024-03-25 03:53:52,CREATED,ARS,30780.0,6463.8,0.0,37243.8
1000000104,999,1,,1,20240323,205517,2024-03-23 20:55:17,REFUNDED,ARS,30000.0,6300.0,1200.0,37500.0
1000000105,176,1,,3,20240512,42732,2024-05-12 04:27:32,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0
1000000106,801,1,,1,20250208,80953,2025-02-08 08:09:53,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0
1000000107,1113,1,,1,20240522,35626,2024-05-22 03:56:26,FULFILLED,ARS,34020.0,7144.2,900.0,42064.2
1000000108,810,2,4,4,20250704,41146,2025-07-04 04:11:46,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05
1000000109,581,2,4,4,20240422,81805,2024-04-22 08:18:05,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0
1000000110,1284,2,2,2,20250604,211313,2025-06-04 21:13:13,CANCELLED,ARS,68070.0,14294.7,0.0,82364.7
1000000111,1333,1,,1,20241220,154741,2024-12-20 15:47:41,FULFILLED,ARS,15435.0,3241.35,1200.0,19876.35
1000000112,24,2,2,2,20250228,174331,2025-02-28 17:43:31,PAID,ARS,76770.0,16121.7,0.0,92891.7
1000000113,1222,2,1,1,20240121,25929,2024-01-21 02:59:29,CANCELLED,ARS,12936.0,2716.56,0.0,15652.56
1000000114,63,2,1,1,20240917,80628,2024-09-17 08:06:28,PAID,ARS,9720.0,2041.2,0.0,11761.2
1000000115,1078,1,,3,20240219,4744,2024-02-19 00:47:44,REFUNDED,ARS,21600.0,4536.0,1500.0,27636.0
1000000116,1091,1,,1,20240701,102447,2024-07-01 10:24:47,FULFILLED,ARS,39600.0,8316.0,1200.0,49116.0
1000000117,524,1,,1,20250119,221152,2025-01-19 22:11:52,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0
1000000118,1229,1,,3,20250816,150432,2025-08-16 15:04:32,FULFILLED,ARS,38808.0,8149.68,900.0,47857.68
1000000119,458,2,4,4,20250716,115438,2025-07-16 11:54:38,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
1000000120,68,1,,1,20240418,214114,2024-04-18 21:41:14,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
1000000121,959,2,4,4,20241220,50344,2024-12-20 05:03:44,FULFILLED,ARS,37620.0,7900.2,0.0,45520.2
1000000122,356,2,1,1,20250830,145749,2025-08-30 14:57:49,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
1000000123,530,1,,2,20250624,85153,2025-06-24 08:51:53,CANCELLED,ARS,14700.0,3087.0,1200.0,18987.0
1000000124,1420,1,,1,20240206,121532,2024-02-06 12:15:32,FULFILLED,ARS,54684.0,11483.64,1200.0,67367.64
1000000125,279,2,3,3,20240709,81606,2024-07-09 08:16:06,FULFILLED,ARS,51300.0,10773.0,0.0,62073.0
1000000126,779,2,3,3,20240612,22410,2024-06-12 02:24:10,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0
1000000127,1383,1,,1,20240228,131921,2024-02-28 13:19:21,FULFILLED,ARS,56850.0,11938.5,1200.0,69988.5
1000000128,1189,1,,3,20250420,91605,2025-04-20 09:16:05,CANCELLED,ARS,82620.0,17350.2,1500.0,101470.2
1000000129,1016,1,,1,20250917,222446,2025-09-17 22:24:46,FULFILLED,ARS,62280.0,13078.8,1500.0,76858.8
1000000130,595,2,3,3,20250521,22757,2025-05-21 02:27:57,PAID,ARS,12150.0,2551.5,0.0,14701.5
1000000131,902,2,4,4,20240125,32441,2024-01-25 03:24:41,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0
1000000132,317,1,,1,20240726,172351,2024-07-26 17:23:51,FULFILLED,ARS,26460.0,5556.6,1200.0,33216.6
1000000133,1229,2,2,2,20240614,154634,2024-06-14 15:46:34,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0
1000000134,279,2,3,3,20240106,20546,2024-01-06 02:05:46,FULFILLED,ARS,62280.0,13078.8,0.0,75358.8
1000000135,1498,2,4,4,20240530,73531,2024-05-30 07:35:31,PAID,ARS,33000.0,6930.0,0.0,39930.0
1000000136,140,1,,1,20250120,193004,2025-01-20 19:30:04,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
1000000137,1115,1,,2,20241115,234606,2024-11-15 23:46:06,PAID,ARS,11760.0,2469.6,0.0,14229.6
1000000138,1240,1,,1,20240103,82339,2024-01-03 08:23:39,PAID,ARS,34200.0,7182.0,1500.0,42882.0
1000000139,590,1,,3,20240406,231109,2024-04-06 23:11:09,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0
1000000140,645,2,3,3,20250217,215648,2025-02-17 21:56:48,FULFILLED,ARS,13230.0,2778.3,0.0,16008.3
1000000141,545,2,1,1,20241130,212424,2024-11-30 21:24:24,REFUNDED,ARS,11880.0,2494.8,0.0,14374.8
1000000142,1208,1,,1,20250625,133209,2025-06-25 13:32:09,REFUNDED,ARS,50706.0,10648.26,1500.0,62854.26
1000000143,551,2,1,1,20240606,5940,2024-06-06 00:59:40,FULFILLED,ARS,66600.0,13986.0,0.0,80586.0
1000000144,569,2,1,1,20240209,123014,2024-02-09 12:30:14,CANCELLED,ARS,29700.0,6237.0,0.0,35937.0
1000000145,1305,1,,2,20250719,144744,2025-07-19 14:47:44,FULFILLED,ARS,30000.0,6300.0,1500.0,37800.0
1000000146,280,1,,1,20240505,15236,2024-05-05 01:52:36,FULFILLED,ARS,82687.5,17364.38,900.0,100951.88
1000000147,1338,1,,1,20241207,212308,2024-12-07 21:23:08,FULFILLED,ARS,59340.0,12461.4,900.0,72701.4
1000000148,84,1,,1,20250621,181101,2025-06-21 18:11:01,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
1000000149,655,1,,1,20250121,221419,2025-01-21 22:14:19,FULFILLED,ARS,13500.0,2835.0,900.0,17235.0
1000000150,513,2,4,4,20250530,232050,2025-05-30 23:20:50,FULFILLED,ARS,32340.0,6791.4,0.0,39131.4
1000000151,884,2,3,3,20240416,170604,2024-04-16 17:06:04,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
1000000152,385,2,2,2,20240108,1803,2024-01-08 00:18:03,FULFILLED,ARS,9720.0,2041.2,0.0,11761.2
1000000153,723,2,2,2,20250610,165657,2025-06-10 16:56:57,CANCELLED,ARS,10800.0,2268.0,0.0,13068.0
1000000154,110,2,1,1,20240701,130242,2024-07-01 13:02:42,PAID,ARS,42525.0,8930.25,0.0,51455.25
1000000155,1197,1,,2,20240212,3846,2024-02-12 00:38:46,FULFILLED,ARS,12000.0,2520.0,900.0,15420.0
1000000156,833,2,2,2,20241029,151807,2024-10-29 15:18:07,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
1000000157,371,2,3,3,20250126,155011,2025-01-26 15:50:11,CANCELLED,ARS,59250.0,12442.5,0.0,71692.5
1000000158,905,2,1,1,20240424,233756,2024-04-24 23:37:56,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
1000000159,389,1,,1,20240714,65824,2024-07-14 06:58:24,FULFILLED,ARS,12348.0,2593.08,1200.0,16141.08
1000000160,1299,2,4,4,20240613,102935,2024-06-13 10:29:35,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
1000000161,725,1,,2,20241021,3101,2024-10-21 00:31:01,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0
1000000162,645,2,4,4,20250731,202003,2025-07-31 20:20:03,PAID,ARS,22800.0,4788.0,0.0,27588.0
1000000163,584,1,,1,20240224,103038,2024-02-24 10:30:38,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
1000000164,436,1,,2,20250222,61841,2025-02-22 06:18:41,FULFILLED,ARS,63000.0,13230.0,900.0,77130.0
1000000165,293,1,,1,20250827,80656,2025-08-27 08:06:56,FULFILLED,ARS,23520.0,4939.2,1500.0,29959.2
1000000166,1065,1,,2,20250727,203932,2025-07-27 20:39:32,FULFILLED,ARS,43425.0,9119.25,1200.0,53744.25
1000000167,1234,1,,4,20250118,134454,2025-01-18 13:44:54,CANCELLED,ARS,47085.0,9887.85,1200.0,58172.85
1000000168,400,1,,1,20240226,202831,2024-02-26 20:28:31,CANCELLED,ARS,40500.0,8505.0,1200.0,50205.0
1000000169,251,1,,1,20240708,200347,2024-07-08 20:03:47,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
1000000170,764,2,4,4,20240329,80740,2024-03-29 08:07:40,PAID,ARS,30000.0,6300.0,0.0,36300.0
1000000171,1490,1,,1,20250227,132536,2025-02-27 13:25:36,CREATED,ARS,11760.0,2469.6,1200.0,15429.6
1000000172,181,1,,1,20240507,93945,2024-05-07 09:39:45,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0
1000000173,693,1,,1,20250616,154009,2025-06-16 15:40:09,FULFILLED,ARS,31500.0,6615.0,1200.0,39315.0
1000000174,672,2,2,2,20240907,11323,2024-09-07 01:13:23,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
1000000175,786,1,,1,20240531,192340,2024-05-31 19:23:40,PAID,ARS,12000.0,2520.0,900.0,15420.0
1000000176,1347,2,2,2,20250225,71353,2025-02-25 07:13:53,FULFILLED,ARS,14850.0,3118.5,0.0,17968.5
1000000177,628,1,,1,20241123,214413,2024-11-23 21:44:13,FULFILLED,ARS,12825.0,2693.25,1200.0,16718.25
1000000178,1485,2,2,2,20250503,62013,2025-05-03 06:20:13,PAID,ARS,13500.0,2835.0,0.0,16335.0
1000000179,805,1,,2,20250812,85840,2025-08-12 08:58:40,FULFILLED,ARS,72600.0,15246.0,900.0,88746.0
1000000180,445,1,,1,20240521,74442,2024-05-21 07:44:42,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0
1000000181,560,1,,3,20241112,191520,2024-11-12 19:15:20,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2
1000000182,403,1,,4,20240908,210306,2024-09-08 21:03:06,FULFILLED,ARS,25080.0,5266.8,1200.0,31546.8
1000000183,693,2,1,1,20241026,150226,2024-10-26 15:02:26,PAID,ARS,27000.0,5670.0,0.0,32670.0
1000000184,274,2,2,2,20250511,52554,2025-05-11 05:25:54,PAID,ARS,13500.0,2835.0,0.0,16335.0
1000000185,804,1,,1,20240718,220350,2024-07-18 22:03:50,FULFILLED,ARS,59844.0,12567.24,1200.0,73611.24
1000000186,1495,1,,2,20240730,173133,2024-07-30 17:31:33,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
1000000187,48,2,1,1,20250212,204502,2025-02-12 20:45:02,REFUNDED,ARS,32400.0,6804.0,0.0,39204.0
1000000188,661,2,3,3,20250823,175912,2025-08-23 17:59:12,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
1000000189,984,1,,2,20240502,133434,2024-05-02 13:34:34,PAID,ARS,37044.0,7779.24,900.0,45723.24
1000000190,1384,1,,4,20240605,161554,2024-06-05 16:15:54,PAID,ARS,11760.0,2469.6,0.0,14229.6
1000000191,788,1,,1,20250916,200012,2025-09-16 20:00:12,CANCELLED,ARS,88344.0,18552.24,0.0,106896.24
1000000192,456,2,2,2,20240308,164850,2024-03-08 16:48:50,PAID,ARS,12000.0,2520.0,0.0,14520.0
1000000193,427,1,,1,20240215,42455,2024-02-15 04:24:55,FULFILLED,ARS,32400.0,6804.0,1200.0,40404.0
1000000194,866,1,,1,20250913,141848,2025-09-13 14:18:48,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
1000000195,371,1,,1,20250228,55206,2025-02-28 05:52:06,FULFILLED,ARS,45840.0,9626.4,1200.0,56666.4
1000000196,1000,1,,2,20250814,222558,2025-08-14 22:25:58,FULFILLED,ARS,30000.0,6300.0,1200.0,37500.0
1000000197,1404,1,,2,20240409,4919,2024-04-09 00:49:19,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
1000000198,1159,1,,1,20240203,122107,2024-02-03 12:21:07,FULFILLED,ARS,29160.0,6123.6,900.0,36183.6
1000000199,1040,1,,2,20250319,132911,2025-03-19 13:29:11,FULFILLED,ARS,48000.0,10080.0,1200.0,59280.0
1000000200,464,1,,3,20240925,160056,2024-09-25 16:00:56,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
1000000201,166,1,,1,20241116,214912,2024-11-16 21:49:12,REFUNDED,ARS,40950.0,8599.5,1200.0,50749.5
1000000202,1056,2,3,3,20250327,161042,2025-03-27 16:10:42,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
1000000203,925,2,3,3,20241117,234720,2024-11-17 23:47:20,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
1000000204,488,1,,1,20250127,120358,2025-01-27 12:03:58,CANCELLED,ARS,40500.0,8505.0,1200.0,50205.0
1000000205,903,1,,1,20240930,103953,2024-09-30 10:39:53,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
1000000206,70,1,,2,20250726,65755,2025-07-26 06:57:55,PAID,ARS,23520.0,4939.2,1200.0,29659.2
1000000207,1459,1,,1,20250507,83013,2025-05-07 08:30:13,FULFILLED,ARS,12348.0,2593.08,900.0,15841.08
1000000208,500,2,2,2,20250411,200806,2025-04-11 20:08:06,FULFILLED,ARS,44550.0,9355.5,0.0,53905.5
1000000209,361,1,,1,20250403,23642,2025-04-03 02:36:42,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0
1000000210,476,1,,3,20250320,152010,2025-03-20 15:20:10,FULFILLED,ARS,13500.0,2835.0,1500.0,17835.0
1000000211,1400,2,1,1,20250719,235449,2025-07-19 23:54:49,REFUNDED,ARS,66780.0,14023.8,0.0,80803.8
1000000212,945,1,,1,20250218,135244,2025-02-18 13:52:44,FULFILLED,ARS,11760.0,2469.6,900.0,15129.6
1000000213,1443,1,,3,20240416,21909,2024-04-16 02:19:09,FULFILLED,ARS,15750.0,3307.5,1500.0,20557.5
1000000214,1430,1,,1,20240719,234213,2024-07-19 23:42:13,FULFILLED,ARS,22680.0,4762.8,900.0,28342.8
1000000215,1330,1,,1,20240129,191009,2024-01-29 19:10:09,FULFILLED,ARS,51015.0,10713.15,900.0,62628.15
1000000216,274,1,,1,20250510,123504,2025-05-10 12:35:04,FULFILLED,ARS,15675.0,3291.75,900.0,19866.75
1000000217,1251,2,2,2,20240405,100816,2024-04-05 10:08:16,FULFILLED,ARS,59962.5,12592.12,0.0,72554.62
1000000218,176,1,,1,20240704,155747,2024-07-04 15:57:47,FULFILLED,ARS,31860.0,6690.6,1200.0,39750.6
1000000219,42,2,2,2,20240612,192812,2024-06-12 19:28:12,PAID,ARS,45000.0,9450.0,0.0,54450.0
1000000220,582,1,,2,20250921,22358,2025-09-21 02:23:58,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
